window_index,time_s,window_start_s,window_end_s,reference_bpm,reference_valid,estimated_bpm,accepted,V25_bpm,V25_accepted,error_bpm,abs_error_bpm,status,common,new,lost,fusion_readout_bpm,fusion_readout_accepted
0,4.999995,0.0,9.99999,103.4,True,,False,,False,,,insufficient_regions,False,False,False,,False
1,5.999994,0.999999,10.999989,103.1,True,,False,,False,,,insufficient_regions,False,False,False,,False
2,6.999993,1.999998,11.999988,102.7,True,,False,,False,,,no_multiregion_psd_cluster,False,False,False,,False
3,7.999992,2.999997,12.999987,102.2,True,,False,,False,,,no_multiregion_psd_cluster,False,False,False,,False
4,8.999991,3.999996,13.999986,101.6,True,,False,55.0,True,,,no_multiregion_psd_cluster,False,False,True,,False
5,9.99999,4.999995,14.999985,101.1,True,,False,54.0,True,,,no_multiregion_psd_cluster,False,False,True,,False
6,10.999989,5.999994,15.999984,100.7,True,,False,53.0,True,,,no_multiregion_psd_cluster,False,False,True,,False
7,11.999988,6.999993,16.999983,100.4,True,58.5,True,53.0,True,-41.900000000000006,41.900000000000006,accepted,True,False,False,59.0,True
8,12.999987,7.999992,17.999982,100.1,True,57.5,True,53.0,True,-42.599999999999994,42.599999999999994,accepted,True,False,False,59.0,True
9,13.999986,8.999991,18.999981,100.0,True,73.5,True,53.0,True,-26.5,26.5,accepted,True,False,False,58.0,True
10,14.999985,9.99999,19.99998,100.0,True,,False,53.0,True,,,no_multiregion_psd_cluster,False,False,True,57.0,True
11,15.999984,10.999989,20.999979,100.2,True,,False,52.0,True,,,no_multiregion_psd_cluster,False,False,True,55.0,True
12,16.999983,11.999988,21.999978,100.4,True,88.0,True,52.0,True,-12.400000000000006,12.400000000000006,accepted,True,False,False,52.0,True
13,17.999982,12.999987,22.999977,100.7,True,89.0,True,52.0,True,-11.700000000000003,11.700000000000003,accepted,True,False,False,48.0,True
14,18.999981,13.999986,23.999976,101.1,True,47.5,True,53.0,True,-53.599999999999994,53.599999999999994,accepted,True,False,False,47.0,True
15,19.99998,14.999985,24.999975,101.6,True,46.5,True,56.0,True,-55.099999999999994,55.099999999999994,accepted,True,False,False,46.0,True
16,20.999979,15.999984,25.999974,102.2,True,46.0,True,58.0,True,-56.2,56.2,accepted,True,False,False,46.0,True
17,21.999978,16.999983,26.999973,103.0,True,78.5,True,60.0,True,-24.5,24.5,accepted,True,False,False,45.0,True
18,22.999977,17.999982,27.999972,104.0,True,,False,61.0,True,,,no_multiregion_psd_cluster,False,False,True,44.0,True
19,23.999976,18.999981,28.999971,104.9,True,,False,62.0,True,,,no_multiregion_psd_cluster,False,False,True,43.0,True
20,24.999975,19.99998,29.99997,105.8,True,,False,62.0,True,,,no_multiregion_psd_cluster,False,False,True,43.0,True
21,25.999974,20.999979,30.999969,106.6,True,,False,56.0,True,,,no_multiregion_psd_cluster,False,False,True,43.0,True
